良心品牌,類型,地域,地區,地址,LATITUDE,LONGITUDE,REV_ADDR (For checking only),Map Pin Checked?,聯絡方法(電話/電郵),營業時間,資料來源,資料來源 2,Map Marked,良心行動,良心行動連結,良心行動永久備份連結
一起果醬 Let's Jam Bistro,飲食,九龍,尖沙咀,尖沙咀松山道15-17號地下D鋪,,,,,3956 5646,"星期一至五12:00 - 23:00
星期六及日 10:00 - 23:00","
http://instagram.com/letsjam_",,,長期發帖及休息支持遊行,https://www.facebook.com/permalink.php?story_fbid=2530248217039726&id=592839210780646,
一芳 大埔超級城,飲食,新界,大埔,大埔安邦路8號超級城B區2樓265號鋪,22.4516367,114.1706625,香港大埔安邦路8號,,2643 9690,星期一至日 12:00 - 22:00,,,Y,,,
一芳,飲食,新界,馬鞍山,馬鞍山西沙路608號馬鞍山廣場2樓216號舖,22.425375,114.2308155,香港馬鞍山西沙路608號馬鞍山廣場,,2276 0360,/,https://www.openrice.com/zh/hongkong/r-%E4%B8%80%E8%8A%B3%E5%8F%B0%E7%81%A3%E6%B0%B4%E6%9E%9C%E8%8C%B6-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r591660,,,5/8 罷工,https://ibb.co/jTPfvsh; https://ibb.co/ygSzknX,
ZETA科卓,零售,九龍,深水埗,九龍深水埗福華街146-152黃金電腦商場地鋪G55號,22.332098,114.162095,香港元洲福華街146-152號黃金大廈,,2688 5366,星期一至日 1:30pm - 8:30pm,https://www.facebook.com/zetahk/,,,,,
ZEN Fitness Studio,健身,九龍,觀塘,駿業街66號 巧運工業大廈 5樓B 室,,,,,52388066,"星期一,三至五12:00 - 22:30
星期二 12:00 - 21:30
星期六及日 12:00 - 18:30",https://www.zenfitness.studio/,,,24/8 提供免費水及休息地方,,
Vintage & Vinyl Club 膠易廣場,零售,香港島,灣仔,灣仔茂蘿街7號 2樓 5號鋪,22.2773749,114.176678,香港灣仔動漫基地,,2818 1989,星期一至日 12.30pm - 8.30pm,https://zh-hk.facebook.com/Vintage.Vinyl.Club/,,,,,
VElove,零售,香港島,中環,中環士丹頓街62B地下,22.2829628,114.1517203,香港中環士丹頓街62號B,,,星期二至日12:00 - 20:00,www.VElovehk.com,,,,,
VElove,零售,新界,大嶼山,香港國際機場第二航廈五樓5P067號鋪,22.308047,113.9184808,香港赤鱲角中場客運大樓,,,星期一至日09:00 - 21:00,www.VElovehk.com,,,,,
VElove,零售,九龍,旺角,旺角朗豪坊L10樓 01-05號鋪,22.3181221,114.1686701,香港旺角亞皆老街8號朗豪坊商場,,,星期一至日11:00 - 23:00,www.VElovehk.com,,,,,
VElove,零售,新界,葵芳,葵芳新都會廣場1樓06鋪,22.3577782,114.1269331,香港葵芳興芳路223號新都會廣場,,,星期一至日11:00 - 22:00,www.VElovehk.com,,,,,
Veggle Cafe,飲食,九龍,觀塘,觀塘成業街7號東廣場地下G13A及15號舖 ,22.3109022,114.2262275,香港觀塘成業街7號寧俊中心,,24623838,12:30 - 20:30,https://www.facebook.com/vegglehkcafe/,https://www.openrice.com/zh/hongkong/r-veggle-cafe-%E8%A7%80%E5%A1%98-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E6%B2%99%E5%BE%8B-r490459,,12/6 提供免費差電、水、食物比抗爭義士,https://www.facebook.com/vegglehkcafe/posts/2580739255271658,
Valérie,飲食 (月餅）,九龍,新蒲崗,新蒲崗大有街2-4號旺景工業大廈7樓C室,22.3387239,114.1990624,香港新蒲崗彩虹道192-198號旺景工業大廈,,"35656765
62294469 ((Whatsapp))",星期一至日12:30 - 20:00,https://www.facebook.com/ValeriePastry/,https://www.openrice.com/zh/hongkong/r-valerie-新蒲崗-西式-西式糕點-r634831,,12/6 罷工,https://www.facebook.com/ValeriePastry/posts/2366458123434620,
Uppacase ,零售,香港島,銅鑼灣,銅鑼灣富明街2至6號寶明大廈1樓A室,22.278558,114.1834296,香港銅鑼灣波斯富街96-106號寶明大廈,,6709 7099,星期一至日 12:00pm - 8:00pm,https://www.facebook.com/uppacase.hk/,,,,,
thevegelab,飲食,Online shop,Online shop,Online shop,,,,,/,/,https://thevegelab.com/password,,,,,
The Beast Feast,零售,新界,天水圍,天水圍天湖路1號,22.4517873,114.00133,香港天水圍天湖路1號嘉湖新北江商場,,,08:00 - 18:30,https://www.facebook.com/thebeastmeatshop/,https://www.facebook.com/thebeastmeatshop/posts/1029615120723744,,反對警察濫權,https://www.facebook.com/thebeastmeatshop/posts/1027759827575940,
TakEateasy X FirsTeǎ,飲食,新界,大埔,大埔寶湖道3號寶湖商場2樓227F號舖,22.449299,114.168443,香港大埔寶湖道3號寶湖花園C座,,69292609,星期一至日11:00 - 21:00,https://www.openrice.com/zh/hongkong/r-takeateasy-x-firste-大埔-港式-台式飲品-r586796,,,10/8 茶記花盡食材免費派飯,https://hk.lifestyle.appledaily.com/lifestyle/realtime/article/20190810/59913917,
Sogno Gelato,飲食,新界,荃灣,荃灣楊屋道1號荃新天地2期UG樓85號舖,22.369508,114.113671,香港荃灣楊屋道1號,,60984187,星期一至五 12:00-22:30 星期六至日 11:30-22:30,https://s.openrice.com/QrbS0UMi900~u8hyKAw,,,店內設連儂牆,,
SkinBeauty,美容,新界,馬鞍山,馬鞍山新港城二期C&D座地下27-28號,22.425114,114.2302216,香港馬鞍山西沙路628號海濤居3座,,2691 9998 / 6819 9260,"星期一至五 11:00 - 21:00
星期六及日  10:00 - 19:00",https://www.hkskinbeauty.com/,,,,,
Second Sip,飲食,香港島,大坑,大坑書館街23號地舖,22.278443,114.1910801,香港大坑書館街25號,,28828956,"星期一至四08:00 - 18:00
星期五至六08:00 - 20:00
星期日08:00 - 18:00",https://www.openrice.com/zh/hongkong/r-second-sip-by-studio-caffeine-%E5%A4%A7%E5%9D%91-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r575724,https://www.facebook.com/2econdsip/,,12/6 罷工,https://www.facebook.com/2econdsip/posts/486315738780502:0,
Rosa Lounge,髮型屋,九龍,旺角,旺角花園街62號忠信大廈 1/F,22.3180362,114.1715389,香港旺角山東街60-62號花園街60-62號,,3626 0161,星期一至日: 12:00-21:30,http://hkhairsalon.com/shop/view.php?sid=3127,,,,,
Relax Coffee,飲食,新界,葵涌,葵涌葵昌路72-76號Life@KCC地下G06舖,22.3624466,114.1322472,香港葵涌葵昌路72號聯泰工業大廈,,-,-,https://www.openrice.com/zh/hongkong/r-relax-coffee-%E8%91%B5%E6%B6%8C-%E8%A5%BF%E5%BC%8F-%E8%A5%BF%E5%BC%8F%E7%B3%95%E9%BB%9E-r609221,https://www.facebook.com/relaxcoffeehk/,,支持8.5 三罷,https://www.facebook.com/relaxcoffeehk/posts/412570696024485:0,
PURE Color染電髮專門店,髮型屋,香港島,太古,康怡AEON百貨3樓L303,,,,,24883400 / 60145924 (whatsapp),,https://www.facebook.com/purecolorhk/photos/a.199785543686884/941029272895837/?type=3&theater,,,"3/8提供補給品, 寶礦力",https://www.facebook.com/purecolorhk/photos/a.199785543686884/941029272895837/?type=3&theater,
PURE Color染電髮專門店,髮型屋,九龍,奧運,奧海城3期UG89,,,,,21714100 / 60145924 (whatsapp),,,,,,,
PURE Color染電髮專門店,髮型屋,九龍,九龍灣,德福廣場2期612號舖,,,,,23419800 / 60145924 (whatsapp),,,,,,,
POP Vegan,飲食,香港島,中環,中環蘇豪伊利近街28號1樓,22.2818016,114.152533,香港中環伊利近街26-30號萬城閣,,2628 6211,星期一至日 12:00 - 23:00,http://www.popvegan.com.hk/,,,12/6 參與罷市,https://www.facebook.com/popveganhk/photos/a.541947056245881/710385216068730/?type=3&theater,
Pizzaveg,飲食,新界,屯門,屯門井財街青棉徑5號金寶大廈地下7D號舖,22.40375,113.978978,香港新墟青棉徑5號金寶大廈,,34880072,星期一11:00 - 22:30; 星期二全日休息; 星期三至日 11:00 - 22:30,https://www.openrice.com/zh/hongkong/r-%E5%B8%B8%E5%9A%90%E7%B4%A0-%E5%B1%AF%E9%96%80-%E6%84%8F%E5%A4%A7%E5%88%A9%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r130955,https://www.facebook.com/PPizzaveg/posts/2159270264182193,,5/8 罷工,https://www.facebook.com/PPizzaveg/posts/2159270264182193,
Pinkoi HK,零售,新界,荃灣,荃灣南豐紗廠 307 號舖,22.3750707,114.1101695,香港柴灣角白田壩街23-39號長豐工業大廈,,/,Mon - Sun 12 - 7 ,https://www.instagram.com/pinkoi_hk/?hl=zh-hk,,,支持港鐵不合作運動,https://www.instagram.com/p/B0UxFCXA3oM/,
Partyroom 5D Club,派對場地,九龍,觀塘,觀塘偉業街堅德工業大廈5D,22.3102957,114.220544,"香港觀塘偉業街12C, 172號堅德工業大廈",,6978 2219,星期一至日 24hrs,https://www.facebook.com/5DPartyClub/,,,,,
Partyloft,派對場地,新界,葵興,,,,,,5115 8165,,https://www.partyloft.com.hk,,,,,
Partyloft,派對場地,九龍,觀塘, 觀塘興業街31號興業中心11樓C室,22.3086708,114.2260006,香港觀塘興業街31號興業中心,,5115 8165,,https://www.partyloft.com.hk,,,,,
Pantry Foodies到會服務,飲食,新界,青衣,青衣長達路1-33號青衣工業中心 D座第二期9樓4-7室,22.34946,114.110792,香港青衣長達路1-33號青衣工業中心2期,,92490566,星期一至日: 09:00-21:00,https://pantrygm.oddle.me/en_HK/stores,,,,,
Openground,飲食,九龍,深水埗,深水埗大南街198號地舖,22.327294,114.163357,香港塘尾大南街184號大南街184號,,3974 5098,星期一至日 12:00pm - 8:00pm,https://www.facebook.com/opengroundhk/,,,5/8 參與罷市,https://www.facebook.com/opengroundhk/photos/a.668367366857424/888243941536431/?type=3&theater,
Open Room Jewelry,零售,九龍,旺角,"Room 1403, Pakpolee Commercial Centre, Sai Yeung Choi South Street,
Mong Kok",22.3162789,114.1704794,"香港旺角 Sai Yeung Choi St, 1A號百寶利商業中心",,55026016,-,https://www.facebook.com/openroomjewelry/?ref=br_rs,,,支持8.5 三罷,https://www.instagram.com/p/B0qioqnA96I/,
Open Meal,零售,九龍,九龍灣,九龍灣宏開道15號九龍灣工業大廈,22.3230134,114.2105362,香港九龍灣宏開道15號九龍灣工業中心,,60867229,12:00 - 20:00,https://www.facebook.com/OPENMEAL/,,,5/8 罷工,https://www.facebook.com/OPENMEAL/posts/2385152671564890,
One Tenth Coffee ,飲食,九龍,荔枝角,"荔枝角長順街20號時豐中心5/F 510室
香港",22.3363742,114.1465829,香港長沙灣長順街20號時豐中心,,95400923,"星期一至二 11:30 - 19:30
星期三全日休息
星期四至五 11:30 - 19:30
星期六至日, 公眾假期11:30 - 20:30",https://www.facebook.com/onetenthcoffee/,,,12/8 罷工,https://www.facebook.com/onetenthcoffee/posts/2341673856044314:0,
Oh Tee,零售,/,/,/,,,,,9226 5280 (whatsapp),/,https://www.instagram.com/ohtee.hk/,,,5/8 罷工,https://www.instagram.com/p/B0pniDdFWIY/?utm_source=ig_web_button_share_sheet,
Nuttea ,飲食,九龍,新蒲崗,新蒲崗大有街3號萬迪廣場1樓D號舖,22.3383766,114.1990721,香港新蒲崗五芳街2號萬迪廣場,,60158851,星期一至日09:00 - 20:30,https://www.openrice.com/zh/hongkong/r-nuttea-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E7%B4%A0%E9%A3%9F-r610895,https://www.instagram.com/nuttea_hk/?hl=zh-hk,,12/6 罷市,https://www.instagram.com/p/ByjkxI9jvRl/,
Nuttea ,飲食,香港島,鰂魚涌,鰂魚涌海光街36號地下2號舖,22.2876592,114.2106987,香港鰂魚涌海光街36-38號太豐樓,,62030843,星期一至日09:00 - 20:00,https://www.facebook.com/NUTTEAHKTAIKOO/?ref=br_rs,,,12/6 罷市,https://www.instagram.com/p/ByjkxI9jvRl/,
Nude Story香港有機天然護膚品,零售,九龍,觀塘,觀塘開源道開聯工業中心A座9樓906室,22.310686,114.224004,香港觀塘開源道55號開聯工業中心,,57032960,/,https://www.facebook.com/naturaludestory/,,,"5/8 罷工 ; 我們正準備免費的失眠Roll-on, 
如果你有需要，請聯絡我們，
我們會經郵政局寄出一支5ml的失眠Roll-on 給有需要的你。",https://www.instagram.com/p/B1EELiSDh95/?igshid=1kenbuzuw161z,
No.7 Soccer Co.,零售,九龍,旺角,旺角西洋菜南街74-84號 旺角城市中心11樓01室,22.3189496,114.1702704,香港旺角西洋菜南街74-84號旺角城市中心,,2697 9777,星期一至日 15:00-21:00 ,facebook.com/no7soccer/,,,,,
Navy selected shop,零售,香港島,銅鑼灣,"Shop 229, Causeway Place, 2-10 Great George Street, Causeway Bay, Hong Kong",22.2800757,114.1853349,香港銅鑼灣記利佐治街2號,,9278 8559,星期一至日 14:00-22:00 ； 星期三休息,https://navyselectedshop.com,,,,,
My Fair Lady,零售,Online shop,Online shop,Online shop,,,,,/,/,https://myfairladyhk.boutir.com/?cat=all,,,,,
MUM’s NOT HOME 媽不在家,飲食,九龍,油麻地,油麻地上海街302號1樓,22.3111786,114.169922,香港油麻地上海街302-304號上海街302-304號,,97705760,"星期一 14:00 - 18:00; 星期二至三全日休息; 
星期四至日14:00 - 20:00",https://www.instagram.com/mumsnothome/,,,5/8 罷工,https://www.instagram.com/p/B0xNt8WHURl/?utm_source=ig_web_button_share_sheet,
Mum veggie cafe,飲食,九龍,佐敦,佐敦彌敦道380號香港逸東酒店LG樓8號舖,22.3080096,114.1717947,香港油麻地彌敦道380號,,-,星期一至日12:00 - 20:45,https://www.openrice.com/zh/hongkong/r-mum-日常野菜料理-佐敦-西式-烏冬-r569678,https://www.facebook.com/mumveggiecafe/posts/2642441385814953:0,,"12/6, 5/8 罷市",,
MSik.nail,美容,新界,屯門,屯門青山坊2號壹號總站208號舖,22.3888703,113.979422,香港屯門壹 號 總站 購物 商場 64-66 號 舖,,9876 5623,星期一至六 11:30 - 18:00,https://www.facebook.com/msik.nail/?tn-str=k*F,,,,,
Mother Of Pizzas,飲食,香港島,銅鑼灣,銅鑼灣禮頓道13-19號地舖,22.2770544,114.1816028,香港鵝頸禮頓道13-19號怡興大廈,,2891 2221,11:30 - 21:30,https://www.facebook.com/motherofpizzas/,https://www.openrice.com/zh/hongkong/r-mother-of-pizzas-銅鑼灣-意大利菜-薄餅-r516290,,18/8 17:04 free pizza提供，有需要的手足可以去食。,From Telegram Post,
Magic Dream Salon,髮型屋,九龍,紅磡,紅磡蕪湖街61號1樓,22.3065786,114.1867231,香港紅磡蕪湖街61號蕪湖街61號,,27731328,11:00 - 20:00,https://www.facebook.com/Magic-Dream-Salon-713039495474436/,,,"1618 #紅磡 德民街
有髮型屋商户準備了大批樽裝水讓遊行人士自取",From Now 即時新聞直播,
Lucy Coffee n food,飲食,九龍,長沙灣,長沙灣保安道55號美寧中心C座地下C1號舖,22.33683,114.1602153,香港李鄭屋保安道55號美寧中心C座,,55088318,星期一至日11:00 - 18:00,https://www.facebook.com/lucycoffeenfoodhk/,https://www.openrice.com/zh/hongkong/r-lucy-coffee-food-長沙灣-多國菜-素食-r584084,,"12/6, 5/8 罷市",https://www.facebook.com/lucycoffeenfoodhk/photos/a.1593758470861741/2345893695648211/?type=3&theater,
Liz Coffee ,飲食,香港島,中環,中環蘭桂坊德己立街23號晉逸蘭桂坊精品酒店2樓,22.2811379,114.1553098,香港中環德己立街23號,,55409715,"星期一至五11:00 - 19:30; 星期六12:00 - 19:30; 星期日, 公眾假期 全日休息",https://www.openrice.com/zh/hongkong/r-liz-coffee-%E4%B8%AD%E7%92%B0-%E8%A5%BF%E5%BC%8F-r599531,https://www.facebook.com/lizcoffeehk/,,5/8 罷工,https://www.facebook.com/lizcoffeehk/posts/433603163906196:0,
Little Vegas,飲食,香港島,銅鑼灣,銅鑼灣耀華街3號百樂中心25樓,22.2777034,114.1821785,香港鵝頸耀華街3號百樂中心,,2622 2369,"星期一 6pm - 11pm
星期二至日 12pm - 11pm",https://www.facebook.com/littlevegashk/,,,5/8 參與罷市,https://www.facebook.com/littlevegashk/photos/a.747830231921545/2335890313115521/?type=3&theater,
Little Fresh and Bar,飲食,九龍,旺角,旺角登打士街36號恆威商業中心18樓,22.3150862,114.1698175,香港旺角登打士街36號恆威商業中心,,"39043889
60844831",星期一至日12:00 - 02:00,https://www.openrice.com/zh/hongkong/r-little-fresh-cafe-bar-旺角-多國菜-r604241,,,【逆權運動】良心Cafe老闆被屈克警 MK陳展鵬繼續派飯撐運動：不灰心、不割席！,https://hk.lifestyle.appledaily.com/lifestyle/realtime/article/20190819/59940189,
Lindo Día,零售,Online shop,Online shop,/,,,,,,,https://www.instagram.com/lindodiahk,https://www.facebook.com/lindodiahk,,支援示威現場,,
Lady Lohas Organics 有機楽活研究室,零售,香港島,銅鑼灣,銅鑼灣希慎道8號裕景商業中心1035 室 （Eton Solo 工作坊）,22.2779797,114.1847317,香港銅鑼灣希慎道8號裕景商業中心,,59652410,星期一至日13:00 - 20:00,https://www.facebook.com/ladylohas/?ref=br_rs,,,12/6 罷工,https://www.instagram.com/p/ByiAgc-De--/,
KIX-bros,零售,九龍,旺角,旺角信和中心14/F 1402B室,22.3160575,114.1703633,香港旺角彌敦道582-592號信和中心,,9585 1712,星期一 及三至日 12:00 - 22:00,https://www.facebook.com/newbalanceorder/,,,,,
Just'er Bar & Restaurant ,飲食,九龍,尖沙咀,尖沙咀山林道13號地下A1-A2號舖,,,,,23415628,星期一至日 11:30 - 23:00,https://www.openrice.com/en/hongkong/r-juster-bar-restaurant-tsim-sha-tsui-western-seafood-r621040,https://lihkg.com/thread/1439570/page/1,,"12/8 一星期所有收益全數捐予612 人道基金幫助被告義士
",,
Juicy Jelly Florist,零售,新界,葵涌,葵涌葵昌路18-24號美順工業大廈2樓B17室,22.3649855,114.1331765,香港葵涌葵昌路18號美順工業大廈,,/,預約制,https://juicyjellyflorist.weebly.com/,,,,,
JR 維修駅 (銅鑼灣),手機維修,香港島,銅鑼灣,銅鑼灣地帶2樓236號舖,22.2802616,114.1853958,"Causeway Place, Causeway Bay, Hong Kong, 香港",,9558 6305,星期一至日 12pm - 9pm,https://www.facebook.com/jetrepairhk/,,,,,
JR 維修駅 (葵興),手機維修,新界,葵興,葵興LIFE@KCC 4樓 415號舖,22.3623909,114.1324556,香港葵涌葵昌路72號聯泰工業大廈,,6429 3067,星期一至日 12pm - 9pm,https://www.facebook.com/jetrepairhk/,,,,,
JOMO Coffee & Cakes,飲食,香港島,西環,西環西營盤水街4號地下D號舖,22.2864878,114.1393254,香港西營盤水街4號永多樓,,27620258,星期一至日11:00 - 18:00,https://www.facebook.com/JOMOCNC/,https://www.openrice.com/zh/hongkong/r-jomo-coffee-cakes-西環-西式-素食-r604283,,20/8 《今日問真啲》真．香港小店,https://www.facebook.com/100most/videos/2566205206770896/?v=2566205206770896,
Joie Plant-based Bistro,飲食,新界,荃灣,荃灣白田壩街45號南豐紗廠119號舖,22.3750707,114.1101695,香港柴灣角白田壩街23-39號長豐工業大廈,,60972623,星期一至日12:00 - 18:00,https://www.openrice.com/zh/hongkong/r-joie-plant-based-bistro-荃灣-多國菜-素食-r602075,,,12/6 參與罷市,https://www.instagram.com/p/ByiTpqHhFHZ/,
Joe椰,飲食,新界,大埔,大埔安富道9號B2地舖,22.448078,114.165044,香港大埔安富道9A-9B號萬鴻樓,,/,/,https://www.openrice.com/zh/hongkong/r-joe%E6%A4%B0-%E5%A4%A7%E5%9F%94-%E6%B8%AF%E5%BC%8F-%E6%9E%9C%E6%B1%81-r586980,,,10/8 茶記花盡食材免費派飯,https://hk.lifestyle.appledaily.com/lifestyle/realtime/article/20190810/59913917,
Involtini Italian cuisine,,,,,,,,,,,,,,,,
Hygge Spa,美容,香港島,銅鑼灣,香港銅鑼灣渣甸街50號渣甸中心18樓全層,22.279408,114.185645,香港銅鑼灣渣甸街50號渣甸中心,,"
hygge.spa.beauty@gmail.com
http://wa.me/85261668601","一至五 下午12:00 - 下午9:00
六日 上午10:00 - 下午7:00
",https://www.facebook.com/hyggespabeauty/,,,"借廁所，加水
半價體驗優惠撐香港人// 醫護，消防，救護人員免費",https://www.facebook.com/hyggespabeauty/videos/345088843084241/,
Hooman,飲食,九龍,尖沙咀,尖沙咀西九文化區藝術公園地下GF-07號舖,22.2988831,114.15551,香港西區海底隧道,,67490777,"星期一至五 11:00 - 20:00; 
星期六至日10:00 - 21:00",https://www.openrice.com/zh/hongkong/r-hooman-尖沙咀-西式-r630118,,,5/8 罷工,https://www.instagram.com/p/B0v_sORjK9j/?utm_source=ig_web_button_share_sheet,
Holam Bakery,飲食,九龍,觀塘,觀塘開源道60號駱駝漆大廈3座4樓I室,22.3101251,114.2250719,香港觀塘開源道60號駱駝漆大廈3座,,63357901,星期一至日12:00 - 19:30,https://www.openrice.com/zh/hongkong/r-holam-bakery-觀塘-法國菜-甜品-糖水-r536795,,,5/8 罷工,,https://www.facebook.com/permalink.php?story_fbid=2516877611697582&id=1068961666489191&substory_index=0
Hidden Coffee,飲食,新界,屯門,屯門青山公路新墟段109號好運洋樓地下6號舖,22.397283,113.977105,香港新墟青山公路新墟段97號好運洋樓,,64901236,"星期一至五10:00 - 20:00
星期六至日09:00 - 20:00
公眾假期10:00 - 20:00",https://www.openrice.com/zh/hongkong/r-隱啡-屯門-西式-r554299,,,5/8 罷工,https://www.facebook.com/HiddenCoffeeHK/posts/1219211748255953,
H.hairport hair salon,髮型屋,新界,大埔,大埔寶湖花園商場 L2 226,22.449299,114.168443,香港大埔寶湖道3號寶湖花園C座,,,"星期一至五 11:00 - 20:00
星期六至日 10:30 - 20:00
",https://www.facebook.com/hhairport2014/,https://www.google.com/search?q=H.hairport+hair+salon+hong+kong,Y,,,
GLO Travel,旅遊,九龍,新蒲崗,新蒲崗大有街1號勤達中心1507室,22.3387447,114.1995296,香港新蒲崗大有街1號勤達中心,,info@glotravel.hk,星期一至五 10:00 - 19:00,https://glotravel.hk/contact-us/,https://www.google.com/search?q=GLO+Travel+hong+kong,,,,
GeTheMall,零售,九龍,旺角,旺角亞皆老街16號旺角商業大廈10樓03室,22.3189747,114.1689793,香港旺角亞皆老街16-16B號旺角商業大廈,,35719437,"逢星期一,二,四,五 12:30 pm - 8:30 pm
逢星期六,日 2:00 pm - 8:00 pm
逢星期三及公眾假期 休息",http://www.gtm.hk/,,,,,
Gelat etc.,飲食,香港島,西環,西環西營盤西源里1號瑧蓺地下2號舖,22.2878907,114.1418738,香港西營盤正街; 德輔道西,,6681 4343,星期二至日 11:00pm - 8:00pm,https://www.facebook.com/gelatetc/,,,,,
Freeze Lifestyle,工藝,九龍,觀塘,觀塘大業街13號日生工業大廈5樓C室,22.315635,114.2159929,香港大業街13號日生工業大廈,,9031 3646,星期二至日 10am－7:00pm,https://www.marieclaire.com.hk/2018/12/18/【觀塘小店】擅長打造工業風家居-freeze-lifestyle推出自訂顏/,,,,,
FooDo,飲食,九龍,旺角,旺角通菜街1A-1L號威達商業大廈地下C號舖,22.3163114,114.171035,香港旺角通菜街1A-1L號威達商業大廈,,90166327,"星期一至日
12:00 - 15:00
18:00 - 22:00",https://www.openrice.com/zh/hongkong/r-foodo-%E6%97%BA%E8%A7%92-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E8%96%84%E9%A4%85-r524117,https://www.facebook.com/foodoonline/,,,,
Faroll 法奧,電腦零售,九龍,荔枝角,荔枝角通洲西街1066號安泰工業大廈3樓A座316室,22.3385245,114.1461696,香港長沙灣通州西街1064-1066號安泰工業大廈,,3426 4501 / 3426 4502,星期一至六 10:00 - 19:00,https://www.faroll.com/page/contact-us,https://www.google.com/search?q=Faroll+法奧,,,,
E.Tea 茶星人,飲食,新界,天水圍,天水圍天靖街3號天盛商場地下天盛街市M419號舖,22.4489196,114.0027662,香港天水圍天靖街3號天盛商場,,,星期一至日11:30 - 22:30,https://www.openrice.com/zh/hongkong/r-茶星人-天水圍-台灣菜-台式飲品-r629864,,,5/8 罷工,https://www.facebook.com/permalink.php?story_fbid=2335788569874450&id=1866819570104688&substory_index=0,
E.Tea 茶星人,飲食,新界,屯門,屯門湖秀街2號悅湖山莊商場地下110號舖,22.3735563,113.9682269,香港屯門湖秀街2號悅湖商場,,63373578,,https://www.openrice.com/zh/hongkong/r-茶星人-屯門-台灣菜-台式飲品-r635146,,,5/8 罷工,https://www.facebook.com/permalink.php?story_fbid=2335788569874450&id=1866819570104688&substory_index=0,
E.Tea 茶星人,飲食,九龍,荔枝角,荔枝角美孚新村二期吉利徑49號地下E2號舖,22.336439,114.140118,香港荔枝角吉利徑19-21號美孚新邨二期吉利徑19-21號,,26061636,星期一至日11:00 - 22:00,https://www.openrice.com/zh/hongkong/r-茶星人-荔枝角-台灣菜-台式飲品-r600606,,,5/8 罷工,https://www.facebook.com/permalink.php?story_fbid=2335788569874450&id=1866819570104688&substory_index=0,
Dreams sneaker hk,零售,九龍,觀塘,觀塘駱駝漆大廈3座5樓M2室,22.3102196,114.2250094,香港觀塘開源道60號駱駝漆大廈3座,,6436 6009,星期一至日 12:00pm - 7:00pm,https://zh-hk.facebook.com/DreamsneakerHK,,,,,
Dear Coffee & Bakery,飲食,九龍,尖沙咀,尖沙咀美麗華廣場一期211鋪,22.3009313,114.1721837,香港尖沙咀彌敦道132-134T號美麗華商場,,6709 7099,星期一至日 12:00pm - 8:00pm,https://www.facebook.com/uppacase.hk/,,,,,
Dear Coffee & Bakery,飲食,新界,大圍,大圍積運街2-8號海福花園地下22號舖,,,,,,,,,,5/8 罷工,https://www.facebook.com/dear.coffee.bakery/photos/a.1018637958200799/2531569960240917/?type=3&theater,
Craft coffee roasters,飲食,九龍,大角咀,大角咀大角咀道29號地舖,22.3192461,114.1618752,香港大角咀大角咀道27-37號富貴大廈東座,,51096770,"星期一至五08:00 - 18:00
星期六至日09:00 - 18:00",https://www.openrice.com/zh/hongkong/r-craft-coffee-roaster-大角咀-西式-r151197,,,5/8 罷工,https://www.facebook.com/craftcoffeehk/posts/2496704693891522,
ConceptStore,零售,九龍,旺角,旺角登打士街56號家樂坊16樓1601室,22.3151075,114.1712915,香港旺角登打士街56號栢裕商業大廈,,9648 7635,星期一至日14:00 -22:00,https://www.instagram.com/conceptstore_1601/,,,,,
Coffee Art,飲食,新界,將軍澳,將軍澳貿業路8號新都城中心1期地下G95號舖,22.3224182,114.2568564,"Metro City Plaza III, 8 Mau Yip Rd, Tseung Kwan O, 香港",,5403 7883,星期一至日 10:00pm - 9:00pm,https://www.openrice.com/zh/hongkong/r-coffee-art-將軍澳-意大利菜-r608685,,,參與罷市,https://sites.google.com/view/hkccjointdeclaration/?fbclid=IwAR16zwSi3fTtbH5RqFYZSdWYNhF3XrEeGqyI-xo2B_dfGE96g1Y4wiVsoFc,
Coffee Art,"飲食 
(西餐/咖啡店)",九龍,觀塘,觀塘成業街7號東廣場地下G46-G48舖,,,,,5403 7883,"星期一至六 09:00 - 21:00; 
星期日10:00 - 21:00",https://www.openrice.com/zh/hongkong/r-coffee-art-%E8%A7%80%E5%A1%98-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r189915,,,24/8 觀塘遊行免費派水、食物,"https://ibb.co/3W3h78P
",
"Cardherohk
集玩式紙牌遊戲卡專門店",派對場地,九龍,觀塘,觀塘開源道72號溢財中心13樓C室,,,,,63428324,12:00 - 23:00,https://www.facebook.com/CardHero2010,https://www.instagram.com/cardhero2010/,"24/8 附近人士可選擇到本店休息，
直到安全後才好離開",https://www.instagram.com/p/B1iFJ1KliWe/?igshid=11fh5vwdxf1cx,,
